human_gene_id,mouse_gene_id,zebrafish_gene_id,gene_name,gene_biotype,description,symbol
ENSG00000137266,NA,NA,SLC22A23,protein_coding,solute carrier family 22 member 23 [Source:HGNC Symbol;Acc:HGNC:21106],SLC22A23
ENSG00000214113,NA,NA,LYRM4,protein_coding,LYR motif containing 4 [Source:HGNC Symbol;Acc:HGNC:21365],LYRM4
ENSG00000124785,NA,NA,NRN1,protein_coding,neuritin 1 [Source:HGNC Symbol;Acc:HGNC:17972],NRN1
ENSG00000137210,NA,NA,TMEM14B,protein_coding,transmembrane protein 14B [Source:HGNC Symbol;Acc:HGNC:21384],TMEM14B
ENSG00000111837,NA,NA,MAK,protein_coding,male germ cell associated kinase [Source:HGNC Symbol;Acc:HGNC:6816],MAK
ENSG00000145979,ENSG00000145979,NA,TBC1D7,protein_coding,TBC1 domain family member 7 [Source:HGNC Symbol;Acc:HGNC:21066],TBC1D7
ENSG00000180537,NA,NA,RNF182,protein_coding,ring finger protein 182 [Source:HGNC Symbol;Acc:HGNC:28522],RNF182
ENSG00000146038,ENSG00000146038,NA,DCDC2,protein_coding,doublecortin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18141],DCDC2
ENSG00000112294,NA,NA,ALDH5A1,protein_coding,aldehyde dehydrogenase 5 family member A1 [Source:HGNC Symbol;Acc:HGNC:408],ALDH5A1
ENSG00000112304,NA,NA,ACOT13,protein_coding,acyl-CoA thioesterase 13 [Source:HGNC Symbol;Acc:HGNC:20999],ACOT13
ENSG00000282804,NA,NA,AL512428.1,protein_coding,novel protein,AL512428.1
ENSG00000010704,NA,NA,HFE,protein_coding,homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886],HFE
ENSG00000112763,NA,NA,BTN2A1,protein_coding,butyrophilin subfamily 2 member A1 [Source:HGNC Symbol;Acc:HGNC:1136],BTN2A1
ENSG00000124613,NA,NA,ZNF391,protein_coding,zinc finger protein 391 [Source:HGNC Symbol;Acc:HGNC:18779],ZNF391
ENSG00000232040,NA,NA,ZBED9,protein_coding,zinc finger BED-type containing 9 [Source:HGNC Symbol;Acc:HGNC:13851],ZBED9
ENSG00000237988,NA,NA,OR2I1P,protein_coding,olfactory receptor family 2 subfamily I member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8258],OR2I1P
ENSG00000204614,NA,NA,TRIM40,protein_coding,tripartite motif containing 40 [Source:HGNC Symbol;Acc:HGNC:18736],TRIM40
ENSG00000234127,ENSG00000234127,NA,TRIM26,protein_coding,tripartite motif containing 26 [Source:HGNC Symbol;Acc:HGNC:12962],TRIM26
ENSG00000204590,NA,NA,GNL1,protein_coding,G protein nucleolar 1 (putative) [Source:HGNC Symbol;Acc:HGNC:4413],GNL1
ENSG00000204574,NA,ENSG00000204574,ABCF1,protein_coding,ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70],ABCF1
ENSG00000204516,NA,NA,MICB,protein_coding,MHC class I polypeptide-related sequence B [Source:HGNC Symbol;Acc:HGNC:7091],MICB
ENSG00000255152,ENSG00000255152,NA,MSH5-SAPCD1,protein_coding,MSH5-SAPCD1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:41994],MSH5-SAPCD1
ENSG00000204351,NA,NA,SKIV2L,protein_coding,Ski2 like RNA helicase [Source:HGNC Symbol;Acc:HGNC:10898],SKIV2L
ENSG00000258388,NA,ENSG00000258388,PPT2-EGFL8,protein_coding,PPT2-EGFL8 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:48343],PPT2-EGFL8
ENSG00000204310,NA,NA,AGPAT1,protein_coding,1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324],AGPAT1
ENSG00000204267,NA,NA,TAP2,protein_coding,"transporter 2, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:44]",TAP2
ENSG00000231925,NA,NA,TAPBP,protein_coding,TAP binding protein [Source:HGNC Symbol;Acc:HGNC:11566],TAPBP
ENSG00000197283,NA,ENSG00000197283,SYNGAP1,protein_coding,synaptic Ras GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:11497],SYNGAP1
ENSG00000161904,ENSG00000161904,NA,LEMD2,protein_coding,LEM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21244],LEMD2
ENSG00000124493,NA,NA,GRM4,protein_coding,glutamate metabotropic receptor 4 [Source:HGNC Symbol;Acc:HGNC:4596],GRM4
ENSG00000124507,ENSG00000124507,NA,PACSIN1,protein_coding,protein kinase C and casein kinase substrate in neurons 1 [Source:HGNC Symbol;Acc:HGNC:8570],PACSIN1
ENSG00000065029,NA,NA,ZNF76,protein_coding,zinc finger protein 76 [Source:HGNC Symbol;Acc:HGNC:13149],ZNF76
ENSG00000007866,NA,NA,TEAD3,protein_coding,TEA domain transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11716],TEAD3
ENSG00000112062,NA,NA,MAPK14,protein_coding,mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:HGNC:6876],MAPK14
ENSG00000124772,NA,NA,CPNE5,protein_coding,copine 5 [Source:HGNC Symbol;Acc:HGNC:2318],CPNE5
ENSG00000183826,NA,NA,BTBD9,protein_coding,BTB domain containing 9 [Source:HGNC Symbol;Acc:HGNC:21228],BTBD9
ENSG00000156564,NA,ENSG00000156564,LRFN2,protein_coding,leucine rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21226],LRFN2
ENSG00000124731,ENSG00000124731,NA,TREM1,protein_coding,triggering receptor expressed on myeloid cells 1 [Source:HGNC Symbol;Acc:HGNC:17760],TREM1
ENSG00000137166,NA,NA,FOXP4,protein_coding,forkhead box P4 [Source:HGNC Symbol;Acc:HGNC:20842],FOXP4
ENSG00000164663,ENSG00000164663,NA,USP49,protein_coding,ubiquitin specific peptidase 49 [Source:HGNC Symbol;Acc:HGNC:20078],USP49
ENSG00000124496,NA,ENSG00000124496,TRERF1,protein_coding,transcriptional regulating factor 1 [Source:HGNC Symbol;Acc:HGNC:18273],TRERF1
ENSG00000137171,NA,NA,KLC4,protein_coding,kinesin light chain 4 [Source:HGNC Symbol;Acc:HGNC:21624],KLC4
ENSG00000112658,ENSG00000112658,NA,SRF,protein_coding,serum response factor [Source:HGNC Symbol;Acc:HGNC:11291],SRF
ENSG00000137204,NA,NA,SLC22A7,protein_coding,solute carrier family 22 member 7 [Source:HGNC Symbol;Acc:HGNC:10971],SLC22A7
ENSG00000137221,NA,NA,TJAP1,protein_coding,tight junction associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17949],TJAP1
ENSG00000137207,NA,NA,YIPF3,protein_coding,Yip1 domain family member 3 [Source:HGNC Symbol;Acc:HGNC:21023],YIPF3
ENSG00000170734,NA,NA,POLH,protein_coding,DNA polymerase eta [Source:HGNC Symbol;Acc:HGNC:9181],POLH
ENSG00000172426,NA,NA,RSPH9,protein_coding,radial spoke head 9 homolog [Source:HGNC Symbol;Acc:HGNC:21057],RSPH9
ENSG00000096080,NA,NA,MRPS18A,protein_coding,mitochondrial ribosomal protein S18A [Source:HGNC Symbol;Acc:HGNC:14515],MRPS18A
ENSG00000112796,NA,NA,ENPP5,protein_coding,ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative) [Source:HGNC Symbol;Acc:HGNC:13717],ENPP5
ENSG00000172348,NA,NA,RCAN2,protein_coding,regulator of calcineurin 2 [Source:HGNC Symbol;Acc:HGNC:3041],RCAN2
ENSG00000230062,ENSG00000230062,NA,ANKRD66,protein_coding,ankyrin repeat domain 66 [Source:HGNC Symbol;Acc:HGNC:44669],ANKRD66
ENSG00000153292,NA,NA,ADGRF1,protein_coding,adhesion G protein-coupled receptor F1 [Source:HGNC Symbol;Acc:HGNC:18990],ADGRF1
ENSG00000008196,NA,NA,TFAP2B,protein_coding,transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743],TFAP2B
ENSG00000096093,NA,NA,EFHC1,protein_coding,EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16406],EFHC1
ENSG00000118482,NA,NA,PHF3,protein_coding,PHD finger protein 3 [Source:HGNC Symbol;Acc:HGNC:8921],PHF3
ENSG00000188107,NA,NA,EYS,protein_coding,eyes shut homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:21555],EYS
ENSG00000082269,ENSG00000082269,NA,FAM135A,protein_coding,family with sequence similarity 135 member A [Source:HGNC Symbol;Acc:HGNC:21084],FAM135A
ENSG00000119900,NA,NA,OGFRL1,protein_coding,opioid growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21378],OGFRL1
ENSG00000119899,NA,NA,SLC17A5,protein_coding,solute carrier family 17 member 5 [Source:HGNC Symbol;Acc:HGNC:10933],SLC17A5
ENSG00000198478,NA,NA,SH3BGRL2,protein_coding,SH3 domain binding glutamate rich protein like 2 [Source:HGNC Symbol;Acc:HGNC:15567],SH3BGRL2
ENSG00000118420,NA,NA,UBE3D,protein_coding,ubiquitin protein ligase E3D [Source:HGNC Symbol;Acc:HGNC:21381],UBE3D
ENSG00000065609,NA,ENSG00000065609,SNAP91,protein_coding,synaptosome associated protein 91 [Source:HGNC Symbol;Acc:HGNC:14986],SNAP91
ENSG00000135315,NA,NA,CEP162,protein_coding,centrosomal protein 162 [Source:HGNC Symbol;Acc:HGNC:21107],CEP162
ENSG00000135318,NA,NA,NT5E,protein_coding,5'-nucleotidase ecto [Source:HGNC Symbol;Acc:HGNC:8021],NT5E
ENSG00000146281,ENSG00000146281,NA,PM20D2,protein_coding,peptidase M20 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21408],PM20D2
ENSG00000025039,NA,NA,RRAGD,protein_coding,Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903],RRAGD
ENSG00000172461,NA,NA,FUT9,protein_coding,fucosyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4020],FUT9
ENSG00000014123,NA,NA,UFL1,protein_coding,UFM1 specific ligase 1 [Source:HGNC Symbol;Acc:HGNC:23039],UFL1
ENSG00000112218,NA,NA,GPR63,protein_coding,G protein-coupled receptor 63 [Source:HGNC Symbol;Acc:HGNC:13302],GPR63
ENSG00000146263,NA,NA,MMS22L,protein_coding,"MMS22 like, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:21475]",MMS22L
ENSG00000146267,NA,NA,FAXC,protein_coding,failed axon connections homolog [Source:HGNC Symbol;Acc:HGNC:20742],FAXC
ENSG00000112237,NA,NA,CCNC,protein_coding,cyclin C [Source:HGNC Symbol;Acc:HGNC:1581],CCNC
ENSG00000057663,NA,NA,ATG5,protein_coding,autophagy related 5 [Source:HGNC Symbol;Acc:HGNC:589],ATG5
ENSG00000112320,ENSG00000112320,NA,SOBP,protein_coding,sine oculis binding protein homolog [Source:HGNC Symbol;Acc:HGNC:29256],SOBP
ENSG00000025796,NA,NA,SEC63,protein_coding,"SEC63 homolog, protein translocation regulator [Source:HGNC Symbol;Acc:HGNC:21082]",SEC63
ENSG00000112335,ENSG00000112335,NA,SNX3,protein_coding,sorting nexin 3 [Source:HGNC Symbol;Acc:HGNC:11174],SNX3
ENSG00000118689,NA,NA,FOXO3,protein_coding,forkhead box O3 [Source:HGNC Symbol;Acc:HGNC:3821],FOXO3
ENSG00000112394,ENSG00000112394,NA,SLC16A10,protein_coding,solute carrier family 16 member 10 [Source:HGNC Symbol;Acc:HGNC:17027],SLC16A10
ENSG00000009413,ENSG00000009413,NA,REV3L,protein_coding,"REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]",REV3L
ENSG00000074935,ENSG00000074935,NA,TUBE1,protein_coding,tubulin epsilon 1 [Source:HGNC Symbol;Acc:HGNC:20775],TUBE1
ENSG00000123500,NA,NA,COL10A1,protein_coding,collagen type X alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2185],COL10A1
ENSG00000187189,NA,NA,TSPYL4,protein_coding,TSPY like 4 [Source:HGNC Symbol;Acc:HGNC:21559],TSPYL4
ENSG00000111817,NA,NA,DSE,protein_coding,dermatan sulfate epimerase [Source:HGNC Symbol;Acc:HGNC:21144],DSE
ENSG00000189241,NA,NA,TSPYL1,protein_coding,TSPY like 1 [Source:HGNC Symbol;Acc:HGNC:12382],TSPYL1
ENSG00000178033,ENSG00000178033,NA,CALHM5,protein_coding,calcium homeostasis modulator family member 5 [Source:HGNC Symbol;Acc:HGNC:21568],CALHM5
ENSG00000164465,NA,NA,DCBLD1,protein_coding,"discoidin, CUB and LCCL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21479]",DCBLD1
ENSG00000153989,NA,NA,NUS1,protein_coding,"NUS1, dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:21042]",NUS1
ENSG00000196376,ENSG00000196376,NA,SLC35F1,protein_coding,solute carrier family 35 member F1 [Source:HGNC Symbol;Acc:HGNC:21483],SLC35F1
ENSG00000111877,NA,NA,MCM9,protein_coding,minichromosome maintenance 9 homologous recombination repair factor [Source:HGNC Symbol;Acc:HGNC:21484],MCM9
ENSG00000146352,NA,NA,CLVS2,protein_coding,clavesin 2 [Source:HGNC Symbol;Acc:HGNC:23046],CLVS2
ENSG00000111912,NA,NA,NCOA7,protein_coding,nuclear receptor coactivator 7 [Source:HGNC Symbol;Acc:HGNC:21081],NCOA7
ENSG00000066651,NA,NA,TRMT11,protein_coding,tRNA methyltransferase 11 homolog [Source:HGNC Symbol;Acc:HGNC:21080],TRMT11
ENSG00000198945,NA,NA,L3MBTL3,protein_coding,"L3MBTL3, histone methyl-lysine binding protein [Source:HGNC Symbol;Acc:HGNC:23035]",L3MBTL3
ENSG00000079950,ENSG00000079950,NA,STX7,protein_coding,syntaxin 7 [Source:HGNC Symbol;Acc:HGNC:11442],STX7
ENSG00000093134,NA,NA,VNN3,protein_coding,vanin 3 [Source:HGNC Symbol;Acc:HGNC:16431],VNN3
ENSG00000118513,NA,NA,MYB,protein_coding,"MYB proto-oncogene, transcription factor [Source:HGNC Symbol;Acc:HGNC:7545]",MYB
ENSG00000135541,NA,NA,AHI1,protein_coding,Abelson helper integration site 1 [Source:HGNC Symbol;Acc:HGNC:21575],AHI1
ENSG00000164485,NA,NA,IL22RA2,protein_coding,interleukin 22 receptor subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:14901],IL22RA2
ENSG00000051620,NA,NA,HEBP2,protein_coding,heme binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15716],HEBP2
ENSG00000135540,NA,NA,NHSL1,protein_coding,NHS like 1 [Source:HGNC Symbol;Acc:HGNC:21021],NHSL1
ENSG00000164440,NA,NA,TXLNB,protein_coding,taxilin beta [Source:HGNC Symbol;Acc:HGNC:21617],TXLNB
ENSG00000146416,NA,NA,AIG1,protein_coding,androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:21607],AIG1
ENSG00000189007,NA,NA,ADAT2,protein_coding,"adenosine deaminase, tRNA specific 2 [Source:HGNC Symbol;Acc:HGNC:21172]",ADAT2
ENSG00000112419,NA,NA,PHACTR2,protein_coding,phosphatase and actin regulator 2 [Source:HGNC Symbol;Acc:HGNC:20956],PHACTR2
ENSG00000146414,NA,NA,SHPRH,protein_coding,SNF2 histone linker PHD RING helicase [Source:HGNC Symbol;Acc:HGNC:19336],SHPRH
ENSG00000111962,NA,NA,UST,protein_coding,uronyl 2-sulfotransferase [Source:HGNC Symbol;Acc:HGNC:17223],UST
ENSG00000178199,ENSG00000178199,NA,ZC3H12D,protein_coding,zinc finger CCCH-type containing 12D [Source:HGNC Symbol;Acc:HGNC:21175],ZC3H12D
ENSG00000164520,NA,NA,RAET1E,protein_coding,retinoic acid early transcript 1E [Source:HGNC Symbol;Acc:HGNC:16793],RAET1E
ENSG00000198729,ENSG00000198729,ENSG00000198729,PPP1R14C,protein_coding,protein phosphatase 1 regulatory inhibitor subunit 14C [Source:HGNC Symbol;Acc:HGNC:14952],PPP1R14C
ENSG00000091831,NA,NA,ESR1,protein_coding,estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:3467],ESR1
ENSG00000131018,NA,NA,SYNE1,protein_coding,spectrin repeat containing nuclear envelope protein 1 [Source:HGNC Symbol;Acc:HGNC:17089],SYNE1
ENSG00000120279,NA,NA,MYCT1,protein_coding,MYC target 1 [Source:HGNC Symbol;Acc:HGNC:23172],MYCT1
ENSG00000112038,NA,NA,OPRM1,protein_coding,opioid receptor mu 1 [Source:HGNC Symbol;Acc:HGNC:8156],OPRM1
ENSG00000122335,NA,NA,SERAC1,protein_coding,serine active site containing 1 [Source:HGNC Symbol;Acc:HGNC:21061],SERAC1
ENSG00000112096,ENSG00000112096,NA,SOD2,protein_coding,superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180],SOD2
ENSG00000146457,ENSG00000146457,NA,WTAP,protein_coding,WT1 associated protein [Source:HGNC Symbol;Acc:HGNC:16846],WTAP
ENSG00000130368,ENSG00000130368,NA,MAS1,protein_coding,"MAS1 proto-oncogene, G protein-coupled receptor [Source:HGNC Symbol;Acc:HGNC:6899]",MAS1
ENSG00000026652,NA,NA,AGPAT4,protein_coding,1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885],AGPAT4
ENSG00000185345,NA,NA,PRKN,protein_coding,parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607],PRKN
ENSG00000112531,NA,NA,QKI,protein_coding,"QKI, KH domain containing RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]",QKI
ENSG00000176381,NA,NA,PRR18,protein_coding,proline rich 18 [Source:HGNC Symbol;Acc:HGNC:28574],PRR18
ENSG00000213066,NA,NA,FGFR1OP,protein_coding,FGFR1 oncogene partner [Source:HGNC Symbol;Acc:HGNC:17012],FGFR1OP
ENSG00000153303,NA,NA,FRMD1,protein_coding,FERM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21240],FRMD1
ENSG00000112562,NA,NA,SMOC2,protein_coding,SPARC related modular calcium binding 2 [Source:HGNC Symbol;Acc:HGNC:20323],SMOC2
ENSG00000112592,NA,NA,TBP,protein_coding,TATA-box binding protein [Source:HGNC Symbol;Acc:HGNC:11588],TBP
ENSG00000188191,NA,NA,PRKAR1B,protein_coding,protein kinase cAMP-dependent type I regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9390],PRKAR1B
ENSG00000073067,NA,NA,CYP2W1,protein_coding,cytochrome P450 family 2 subfamily W member 1 [Source:HGNC Symbol;Acc:HGNC:20243],CYP2W1
ENSG00000164849,ENSG00000164849,NA,GPR146,protein_coding,G protein-coupled receptor 146 [Source:HGNC Symbol;Acc:HGNC:21718],GPR146
ENSG00000198517,NA,NA,MAFK,protein_coding,MAF bZIP transcription factor K [Source:HGNC Symbol;Acc:HGNC:6782],MAFK
ENSG00000136213,NA,NA,CHST12,protein_coding,carbohydrate sulfotransferase 12 [Source:HGNC Symbol;Acc:HGNC:17423],CHST12
ENSG00000106012,NA,NA,IQCE,protein_coding,IQ motif containing E [Source:HGNC Symbol;Acc:HGNC:29171],IQCE
ENSG00000174945,NA,NA,AMZ1,protein_coding,archaelysin family metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:22231],AMZ1
ENSG00000164916,NA,NA,FOXK1,protein_coding,forkhead box K1 [Source:HGNC Symbol;Acc:HGNC:23480],FOXK1
ENSG00000242802,NA,NA,AP5Z1,protein_coding,adaptor related protein complex 5 subunit zeta 1 [Source:HGNC Symbol;Acc:HGNC:22197],AP5Z1
ENSG00000146587,NA,NA,RBAK,protein_coding,RB associated KRAB zinc finger [Source:HGNC Symbol;Acc:HGNC:17680],RBAK
ENSG00000157954,ENSG00000157954,NA,WIPI2,protein_coding,"WD repeat domain, phosphoinositide interacting 2 [Source:HGNC Symbol;Acc:HGNC:32225]",WIPI2
ENSG00000182095,ENSG00000182095,NA,TNRC18,protein_coding,trinucleotide repeat containing 18 [Source:HGNC Symbol;Acc:HGNC:11962],TNRC18
ENSG00000075624,NA,NA,ACTB,protein_coding,actin beta [Source:HGNC Symbol;Acc:HGNC:132],ACTB
ENSG00000011275,ENSG00000011275,NA,RNF216,protein_coding,ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698],RNF216
ENSG00000106346,NA,NA,USP42,protein_coding,ubiquitin specific peptidase 42 [Source:HGNC Symbol;Acc:HGNC:20068],USP42
ENSG00000136240,NA,NA,KDELR2,protein_coding,KDEL endoplasmic reticulum protein retention receptor 2 [Source:HGNC Symbol;Acc:HGNC:6305],KDELR2
ENSG00000003147,NA,NA,ICA1,protein_coding,islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343],ICA1
ENSG00000106443,NA,ENSG00000106443,PHF14,protein_coding,PHD finger protein 14 [Source:HGNC Symbol;Acc:HGNC:22203],PHF14
ENSG00000106460,NA,NA,TMEM106B,protein_coding,transmembrane protein 106B [Source:HGNC Symbol;Acc:HGNC:22407],TMEM106B
ENSG00000006747,NA,NA,SCIN,protein_coding,scinderin [Source:HGNC Symbol;Acc:HGNC:21695],SCIN
ENSG00000136267,NA,NA,DGKB,protein_coding,diacylglycerol kinase beta [Source:HGNC Symbol;Acc:HGNC:2850],DGKB
ENSG00000048052,ENSG00000048052,NA,HDAC9,protein_coding,histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065],HDAC9
ENSG00000105855,NA,ENSG00000105855,ITGB8,protein_coding,integrin subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:6163],ITGB8
ENSG00000004846,NA,NA,ABCB5,protein_coding,ATP binding cassette subfamily B member 5 [Source:HGNC Symbol;Acc:HGNC:46],ABCB5
ENSG00000136235,NA,NA,GPNMB,protein_coding,glycoprotein nmb [Source:HGNC Symbol;Acc:HGNC:4462],GPNMB
ENSG00000188732,NA,NA,FAM221A,protein_coding,family with sequence similarity 221 member A [Source:HGNC Symbol;Acc:HGNC:27977],FAM221A
ENSG00000105926,NA,ENSG00000105926,MPP6,protein_coding,membrane palmitoylated protein 6 [Source:HGNC Symbol;Acc:HGNC:18167],MPP6
ENSG00000172115,NA,NA,CYCS,protein_coding,"cytochrome c, somatic [Source:HGNC Symbol;Acc:HGNC:19986]",CYCS
ENSG00000122566,NA,NA,HNRNPA2B1,protein_coding,heterogeneous nuclear ribonucleoprotein A2/B1 [Source:HGNC Symbol;Acc:HGNC:5033],HNRNPA2B1
ENSG00000197576,NA,NA,HOXA4,protein_coding,homeobox A4 [Source:HGNC Symbol;Acc:HGNC:5105],HOXA4
ENSG00000106006,NA,NA,HOXA6,protein_coding,homeobox A6 [Source:HGNC Symbol;Acc:HGNC:5107],HOXA6
ENSG00000122574,ENSG00000122574,NA,WIPF3,protein_coding,WAS/WASL interacting protein family member 3 [Source:HGNC Symbol;Acc:HGNC:22004],WIPF3
ENSG00000106086,ENSG00000106086,NA,PLEKHA8,protein_coding,pleckstrin homology domain containing A8 [Source:HGNC Symbol;Acc:HGNC:30037],PLEKHA8
ENSG00000281593,NA,NA,AC006978.2,protein_coding,"novel protein, ZNRF2-LINC01176 readthrough",AC006978.2
ENSG00000240583,NA,NA,AQP1,protein_coding,aquaporin 1 (Colton blood group) [Source:HGNC Symbol;Acc:HGNC:633],AQP1
ENSG00000122545,NA,NA,SEPT7,protein_coding,septin 7 [Source:HGNC Symbol;Acc:HGNC:1717],SEPT7
ENSG00000006715,NA,NA,VPS41,protein_coding,"VPS41, HOPS complex subunit [Source:HGNC Symbol;Acc:HGNC:12713]",VPS41
ENSG00000106588,NA,NA,PSMA2,protein_coding,proteasome subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:9531],PSMA2
ENSG00000078967,NA,NA,UBE2D4,protein_coding,ubiquitin conjugating enzyme E2 D4 (putative) [Source:HGNC Symbol;Acc:HGNC:21647],UBE2D4
ENSG00000136279,NA,NA,DBNL,protein_coding,drebrin like [Source:HGNC Symbol;Acc:HGNC:2696],DBNL
ENSG00000106636,NA,NA,YKT6,protein_coding,YKT6 v-SNARE homolog [Source:HGNC Symbol;Acc:HGNC:16959],YKT6
ENSG00000058404,NA,NA,CAMK2B,protein_coding,calcium/calmodulin dependent protein kinase II beta [Source:HGNC Symbol;Acc:HGNC:1461],CAMK2B
ENSG00000164742,ENSG00000164742,NA,ADCY1,protein_coding,adenylate cyclase 1 [Source:HGNC Symbol;Acc:HGNC:232],ADCY1
ENSG00000164500,NA,NA,SPATA48,protein_coding,spermatogenesis associated 48 [Source:HGNC Symbol;Acc:HGNC:22564],SPATA48
ENSG00000234444,ENSG00000234444,NA,ZNF736,protein_coding,zinc finger protein 736 [Source:HGNC Symbol;Acc:HGNC:32467],ZNF736
ENSG00000106635,NA,ENSG00000106635,BCL7B,protein_coding,BCL tumor suppressor 7B [Source:HGNC Symbol;Acc:HGNC:1005],BCL7B
ENSG00000009950,ENSG00000009950,NA,MLXIPL,protein_coding,MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744],MLXIPL
ENSG00000071462,NA,NA,BUD23,protein_coding,"BUD23, rRNA methyltransferase and ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:16405]",BUD23
ENSG00000106665,NA,NA,CLIP2,protein_coding,CAP-Gly domain containing linker protein 2 [Source:HGNC Symbol;Acc:HGNC:2586],CLIP2
ENSG00000146700,NA,NA,SSC4D,protein_coding,scavenger receptor cysteine rich family member with 4 domains [Source:HGNC Symbol;Acc:HGNC:14461],SSC4D
ENSG00000185040,NA,NA,SPDYE16,protein_coding,speedy/RINGO cell cycle regulator family member E16 [Source:HGNC Symbol;Acc:HGNC:51512],SPDYE16
ENSG00000127955,NA,NA,GNAI1,protein_coding,G protein subunit alpha i1 [Source:HGNC Symbol;Acc:HGNC:4384],GNAI1
ENSG00000170381,NA,NA,SEMA3E,protein_coding,semaphorin 3E [Source:HGNC Symbol;Acc:HGNC:10727],SEMA3E
ENSG00000008277,NA,NA,ADAM22,protein_coding,ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201],ADAM22
ENSG00000075142,NA,NA,SRI,protein_coding,sorcin [Source:HGNC Symbol;Acc:HGNC:11292],SRI
ENSG00000234545,NA,NA,FAM133B,protein_coding,family with sequence similarity 133 member B [Source:HGNC Symbol;Acc:HGNC:28629],FAM133B
ENSG00000105810,ENSG00000105810,NA,CDK6,protein_coding,cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777],CDK6
ENSG00000127995,NA,NA,CASD1,protein_coding,CAS1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16014],CASD1
