human_gene_id,mouse_gene_id,zebrafish_gene_id,gene_name,gene_biotype,description,symbol
ENSG00000139354,NA,NA,GAS2L3,protein_coding,growth arrest specific 2 like 3 [Source:HGNC Symbol;Acc:HGNC:27475],GAS2L3
ENSG00000120805,NA,NA,ARL1,protein_coding,ADP ribosylation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:692],ARL1
ENSG00000075188,NA,NA,NUP37,protein_coding,nucleoporin 37 [Source:HGNC Symbol;Acc:HGNC:29929],NUP37
ENSG00000198431,NA,NA,TXNRD1,protein_coding,thioredoxin reductase 1 [Source:HGNC Symbol;Acc:HGNC:12437],TXNRD1
ENSG00000255150,NA,NA,EID3,protein_coding,EP300 interacting inhibitor of differentiation 3 [Source:HGNC Symbol;Acc:HGNC:32961],EID3
ENSG00000135093,NA,NA,USP30,protein_coding,ubiquitin specific peptidase 30 [Source:HGNC Symbol;Acc:HGNC:20065],USP30
ENSG00000189046,NA,NA,ALKBH2,protein_coding,"alkB homolog 2, alpha-ketoglutarate dependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:32487]",ALKBH2
ENSG00000139437,NA,NA,TCHP,protein_coding,trichoplein keratin filament binding [Source:HGNC Symbol;Acc:HGNC:28135],TCHP
ENSG00000076513,NA,NA,ANKRD13A,protein_coding,ankyrin repeat domain 13A [Source:HGNC Symbol;Acc:HGNC:21268],ANKRD13A
ENSG00000186298,NA,NA,PPP1CC,protein_coding,protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283],PPP1CC
ENSG00000176834,NA,NA,VSIG10,protein_coding,V-set and immunoglobulin domain containing 10 [Source:HGNC Symbol;Acc:HGNC:26078],VSIG10
ENSG00000111737,NA,NA,RAB35,protein_coding,"RAB35, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9774]",RAB35
ENSG00000022840,NA,NA,RNF10,protein_coding,ring finger protein 10 [Source:HGNC Symbol;Acc:HGNC:10055],RNF10
ENSG00000276045,NA,NA,ORAI1,protein_coding,ORAI calcium release-activated calcium modulator 1 [Source:HGNC Symbol;Acc:HGNC:25896],ORAI1
ENSG00000175727,NA,ENSG00000175727,MLXIP,protein_coding,MLX interacting protein [Source:HGNC Symbol;Acc:HGNC:17055],MLXIP
ENSG00000176383,NA,NA,B3GNT4,protein_coding,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:15683]",B3GNT4
ENSG00000184445,NA,NA,KNTC1,protein_coding,kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255],KNTC1
ENSG00000150967,NA,NA,ABCB9,protein_coding,ATP binding cassette subfamily B member 9 [Source:HGNC Symbol;Acc:HGNC:50],ABCB9
ENSG00000119242,ENSG00000119242,NA,CCDC92,protein_coding,coiled-coil domain containing 92 [Source:HGNC Symbol;Acc:HGNC:29563],CCDC92
ENSG00000111450,NA,NA,STX2,protein_coding,syntaxin 2 [Source:HGNC Symbol;Acc:HGNC:3403],STX2
ENSG00000182870,NA,NA,GALNT9,protein_coding,polypeptide N-acetylgalactosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4131],GALNT9
ENSG00000198040,NA,NA,ZNF84,protein_coding,zinc finger protein 84 [Source:HGNC Symbol;Acc:HGNC:13159],ZNF84
ENSG00000132958,NA,NA,TPTE2,protein_coding,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 [Source:HGNC Symbol;Acc:HGNC:17299],TPTE2
ENSG00000132950,NA,NA,ZMYM5,protein_coding,zinc finger MYM-type containing 5 [Source:HGNC Symbol;Acc:HGNC:13029],ZMYM5
ENSG00000165474,NA,NA,GJB2,protein_coding,gap junction protein beta 2 [Source:HGNC Symbol;Acc:HGNC:4284],GJB2
ENSG00000151835,NA,NA,SACS,protein_coding,sacsin molecular chaperone [Source:HGNC Symbol;Acc:HGNC:10519],SACS
ENSG00000073910,NA,NA,FRY,protein_coding,FRY microtubule binding protein [Source:HGNC Symbol;Acc:HGNC:20367],FRY
ENSG00000133121,NA,NA,STARD13,protein_coding,StAR related lipid transfer domain containing 13 [Source:HGNC Symbol;Acc:HGNC:19164],STARD13
ENSG00000120690,ENSG00000120690,NA,ELF1,protein_coding,E74 like ETS transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3316],ELF1
ENSG00000102760,NA,NA,RGCC,protein_coding,regulator of cell cycle [Source:HGNC Symbol;Acc:HGNC:20369],RGCC
ENSG00000136161,ENSG00000136161,NA,RCBTB2,protein_coding,RCC1 and BTB domain containing protein 2 [Source:HGNC Symbol;Acc:HGNC:1914],RCBTB2
ENSG00000136098,NA,NA,NEK3,protein_coding,NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746],NEK3
ENSG00000136114,NA,NA,THSD1,protein_coding,thrombospondin type 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17754],THSD1
ENSG00000083544,NA,NA,TDRD3,protein_coding,tudor domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20612],TDRD3
ENSG00000280165,NA,NA,PCDH20,protein_coding,protocadherin 20 [Source:HGNC Symbol;Acc:HGNC:14257],PCDH20
ENSG00000197991,NA,NA,AL592490.1,protein_coding,protocadherin 20 [Source:NCBI gene;Acc:64881],AL592490.1
ENSG00000136153,NA,NA,LMO7,protein_coding,LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646],LMO7
ENSG00000139737,NA,NA,SLAIN1,protein_coding,SLAIN motif family member 1 [Source:HGNC Symbol;Acc:HGNC:26387],SLAIN1
ENSG00000136158,NA,NA,SPRY2,protein_coding,sprouty RTK signaling antagonist 2 [Source:HGNC Symbol;Acc:HGNC:11270],SPRY2
ENSG00000134874,NA,NA,DZIP1,protein_coding,DAZ interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:20908],DZIP1
ENSG00000270181,NA,NA,BIVM-ERCC5,protein_coding,BIVM-ERCC5 readthrough [Source:HGNC Symbol;Acc:HGNC:43690],BIVM-ERCC5
ENSG00000198824,NA,NA,CHAMP1,protein_coding,chromosome alignment maintaining phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:20311],CHAMP1
ENSG00000165804,NA,NA,ZNF219,protein_coding,zinc finger protein 219 [Source:HGNC Symbol;Acc:HGNC:13011],ZNF219
ENSG00000129460,NA,NA,NGDN,protein_coding,neuroguidin [Source:HGNC Symbol;Acc:HGNC:20271],NGDN
ENSG00000198807,NA,ENSG00000198807,PAX9,protein_coding,paired box 9 [Source:HGNC Symbol;Acc:HGNC:8623],PAX9
ENSG00000176435,NA,NA,CLEC14A,protein_coding,C-type lectin domain containing 14A [Source:HGNC Symbol;Acc:HGNC:19832],CLEC14A
ENSG00000179454,NA,NA,KLHL28,protein_coding,kelch like family member 28 [Source:HGNC Symbol;Acc:HGNC:19741],KLHL28
ENSG00000100504,NA,NA,PYGL,protein_coding,glycogen phosphorylase L [Source:HGNC Symbol;Acc:HGNC:9725],PYGL
ENSG00000125384,NA,NA,PTGER2,protein_coding,prostaglandin E receptor 2 [Source:HGNC Symbol;Acc:HGNC:9594],PTGER2
ENSG00000032219,NA,NA,ARID4A,protein_coding,AT-rich interaction domain 4A [Source:HGNC Symbol;Acc:HGNC:9885],ARID4A
ENSG00000100644,NA,NA,HIF1A,protein_coding,hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910],HIF1A
ENSG00000072415,NA,NA,MPP5,protein_coding,membrane palmitoylated protein 5 [Source:HGNC Symbol;Acc:HGNC:18669],MPP5
ENSG00000197555,NA,NA,SIPA1L1,protein_coding,signal induced proliferation associated 1 like 1 [Source:HGNC Symbol;Acc:HGNC:20284],SIPA1L1
ENSG00000165861,NA,NA,ZFYVE1,protein_coding,zinc finger FYVE-type containing 1 [Source:HGNC Symbol;Acc:HGNC:13180],ZFYVE1
ENSG00000205669,NA,NA,ACOT6,protein_coding,acyl-CoA thioesterase 6 [Source:HGNC Symbol;Acc:HGNC:33159],ACOT6
ENSG00000119630,NA,NA,PGF,protein_coding,placental growth factor [Source:HGNC Symbol;Acc:HGNC:8893],PGF
ENSG00000119640,NA,NA,ACYP1,protein_coding,acylphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:179],ACYP1
ENSG00000133935,NA,NA,ERG28,protein_coding,ergosterol biosynthesis 28 homolog [Source:HGNC Symbol;Acc:HGNC:1187],ERG28
ENSG00000165548,NA,NA,TMEM63C,protein_coding,transmembrane protein 63C [Source:HGNC Symbol;Acc:HGNC:23787],TMEM63C
ENSG00000133943,NA,NA,DGLUCY,protein_coding,D-glutamate cyclase [Source:HGNC Symbol;Acc:HGNC:20498],DGLUCY
ENSG00000140092,NA,NA,FBLN5,protein_coding,fibulin 5 [Source:HGNC Symbol;Acc:HGNC:3602],FBLN5
ENSG00000165948,NA,NA,IFI27L1,protein_coding,interferon alpha inducible protein 27 like 1 [Source:HGNC Symbol;Acc:HGNC:19754],IFI27L1
ENSG00000140093,NA,NA,SERPINA10,protein_coding,serpin family A member 10 [Source:HGNC Symbol;Acc:HGNC:15996],SERPINA10
ENSG00000197249,NA,NA,SERPINA1,protein_coding,serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941],SERPINA1
ENSG00000100665,NA,NA,SERPINA4,protein_coding,serpin family A member 4 [Source:HGNC Symbol;Acc:HGNC:8948],SERPINA4
ENSG00000227729,ENSG00000227729,NA,RD3L,protein_coding,retinal degeneration 3 like [Source:HGNC Symbol;Acc:HGNC:40912],RD3L
ENSG00000183484,NA,NA,GPR132,protein_coding,G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:HGNC:17482],GPR132
ENSG00000211962,NA,NA,IGHV1-46,IG_V_gene,immunoglobulin heavy variable 1-46 [Source:HGNC Symbol;Acc:HGNC:5554],IGHV1-46
ENSG00000104067,NA,NA,TJP1,protein_coding,tight junction protein 1 [Source:HGNC Symbol;Acc:HGNC:11827],TJP1
ENSG00000169926,NA,NA,KLF13,protein_coding,Kruppel like factor 13 [Source:HGNC Symbol;Acc:HGNC:13672],KLF13
ENSG00000184507,NA,NA,NUTM1,protein_coding,NUT midline carcinoma family member 1 [Source:HGNC Symbol;Acc:HGNC:29919],NUTM1
ENSG00000137824,NA,NA,RMDN3,protein_coding,regulator of microtubule dynamics 3 [Source:HGNC Symbol;Acc:HGNC:25550],RMDN3
ENSG00000103978,NA,NA,TMEM87A,protein_coding,transmembrane protein 87A [Source:HGNC Symbol;Acc:HGNC:24522],TMEM87A
ENSG00000140265,NA,ENSG00000140265,ZSCAN29,protein_coding,zinc finger and SCAN domain containing 29 [Source:HGNC Symbol;Acc:HGNC:26673],ZSCAN29
ENSG00000242866,NA,NA,STRC,protein_coding,stereocilin [Source:HGNC Symbol;Acc:HGNC:16035],STRC
ENSG00000166734,NA,NA,CASC4,protein_coding,cancer susceptibility 4 [Source:HGNC Symbol;Acc:HGNC:24892],CASC4
ENSG00000137857,NA,NA,DUOX1,protein_coding,dual oxidase 1 [Source:HGNC Symbol;Acc:HGNC:3062],DUOX1
ENSG00000128951,NA,NA,DUT,protein_coding,deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078],DUT
ENSG00000166147,NA,NA,FBN1,protein_coding,fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603],FBN1
ENSG00000140287,NA,NA,HDC,protein_coding,histidine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4855],HDC
ENSG00000138592,NA,NA,USP8,protein_coding,ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:HGNC:12631],USP8
ENSG00000138600,NA,NA,SPPL2A,protein_coding,signal peptide peptidase like 2A [Source:HGNC Symbol;Acc:HGNC:30227],SPPL2A
ENSG00000137766,NA,NA,UNC13C,protein_coding,unc-13 homolog C [Source:HGNC Symbol;Acc:HGNC:23149],UNC13C
ENSG00000285253,NA,NA,AC090517.4,protein_coding,zinc finger protein 280D [Source:NCBI gene;Acc:54816],AC090517.4
ENSG00000166128,NA,NA,RAB8B,protein_coding,"RAB8B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30273]",RAB8B
ENSG00000157734,NA,NA,SNX22,protein_coding,sorting nexin 22 [Source:HGNC Symbol;Acc:HGNC:16315],SNX22
ENSG00000249240,NA,NA,AC069368.1,protein_coding,"novel pleckstrin homology domain containing, family O member 2 (PLEKHO2) and ankyrin repeat and death domain containing 1A (ANKDD1A) protein",AC069368.1
ENSG00000241839,NA,NA,PLEKHO2,protein_coding,pleckstrin homology domain containing O2 [Source:HGNC Symbol;Acc:HGNC:30026],PLEKHO2
ENSG00000090470,NA,NA,PDCD7,protein_coding,programmed cell death 7 [Source:HGNC Symbol;Acc:HGNC:8767],PDCD7
ENSG00000074696,NA,NA,HACD3,protein_coding,3-hydroxyacyl-CoA dehydratase 3 [Source:HGNC Symbol;Acc:HGNC:24175],HACD3
ENSG00000174444,NA,NA,RPL4,protein_coding,ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:10353],RPL4
ENSG00000140350,NA,NA,ANP32A,protein_coding,acidic nuclear phosphoprotein 32 family member A [Source:HGNC Symbol;Acc:HGNC:13233],ANP32A
ENSG00000067225,NA,NA,PKM,protein_coding,pyruvate kinase M1/2 [Source:HGNC Symbol;Acc:HGNC:9021],PKM
ENSG00000213614,NA,NA,HEXA,protein_coding,hexosaminidase subunit alpha [Source:HGNC Symbol;Acc:HGNC:4878],HEXA
ENSG00000156642,NA,NA,NPTN,protein_coding,neuroplastin [Source:HGNC Symbol;Acc:HGNC:17867],NPTN
ENSG00000178718,NA,NA,RPP25,protein_coding,ribonuclease P and MRP subunit p25 [Source:HGNC Symbol;Acc:HGNC:30361],RPP25
ENSG00000183476,NA,NA,SH2D7,protein_coding,SH2 domain containing 7 [Source:HGNC Symbol;Acc:HGNC:34549],SH2D7
ENSG00000169594,NA,NA,BNC1,protein_coding,basonuclin 1 [Source:HGNC Symbol;Acc:HGNC:1081],BNC1
ENSG00000140575,NA,NA,IQGAP1,protein_coding,IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110],IQGAP1
ENSG00000184508,NA,NA,HDDC3,protein_coding,HD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30522],HDDC3
ENSG00000185551,ENSG00000185551,NA,NR2F2,protein_coding,nuclear receptor subfamily 2 group F member 2 [Source:HGNC Symbol;Acc:HGNC:7976],NR2F2
ENSG00000184254,NA,NA,ALDH1A3,protein_coding,aldehyde dehydrogenase 1 family member A3 [Source:HGNC Symbol;Acc:HGNC:409],ALDH1A3
ENSG00000161992,NA,NA,PRR35,protein_coding,proline rich 35 [Source:HGNC Symbol;Acc:HGNC:14139],PRR35
ENSG00000127585,NA,NA,FBXL16,protein_coding,F-box and leucine rich repeat protein 16 [Source:HGNC Symbol;Acc:HGNC:14150],FBXL16
ENSG00000183971,NA,NA,NPW,protein_coding,neuropeptide W [Source:HGNC Symbol;Acc:HGNC:30509],NPW
ENSG00000131653,NA,NA,TRAF7,protein_coding,TNF receptor associated factor 7 [Source:HGNC Symbol;Acc:HGNC:20456],TRAF7
ENSG00000131650,NA,NA,KREMEN2,protein_coding,kringle containing transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:18797],KREMEN2
ENSG00000184697,NA,NA,CLDN6,protein_coding,claudin 6 [Source:HGNC Symbol;Acc:HGNC:2048],CLDN6
ENSG00000130182,NA,NA,ZSCAN10,protein_coding,zinc finger and SCAN domain containing 10 [Source:HGNC Symbol;Acc:HGNC:12997],ZSCAN10
ENSG00000010539,NA,NA,ZNF200,protein_coding,zinc finger protein 200 [Source:HGNC Symbol;Acc:HGNC:12993],ZNF200
ENSG00000162086,NA,NA,ZNF75A,protein_coding,zinc finger protein 75a [Source:HGNC Symbol;Acc:HGNC:13146],ZNF75A
ENSG00000153443,NA,NA,UBALD1,protein_coding,UBA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29576],UBALD1
ENSG00000178257,NA,NA,PRM3,protein_coding,protamine 3 [Source:HGNC Symbol;Acc:HGNC:13732],PRM3
ENSG00000189067,ENSG00000189067,NA,LITAF,protein_coding,lipopolysaccharide induced TNF factor [Source:HGNC Symbol;Acc:HGNC:16841],LITAF
ENSG00000072864,NA,NA,NDE1,protein_coding,nudE neurodevelopment protein 1 [Source:HGNC Symbol;Acc:HGNC:17619],NDE1
ENSG00000103528,NA,NA,SYT17,protein_coding,synaptotagmin 17 [Source:HGNC Symbol;Acc:HGNC:24119],SYT17
ENSG00000175267,NA,NA,VWA3A,protein_coding,von Willebrand factor A domain containing 3A [Source:HGNC Symbol;Acc:HGNC:27088],VWA3A
ENSG00000134398,NA,NA,ERN2,protein_coding,endoplasmic reticulum to nucleus signaling 2 [Source:HGNC Symbol;Acc:HGNC:16942],ERN2
ENSG00000169180,NA,NA,XPO6,protein_coding,exportin 6 [Source:HGNC Symbol;Acc:HGNC:19733],XPO6
ENSG00000103495,NA,NA,MAZ,protein_coding,MYC associated zinc finger protein [Source:HGNC Symbol;Acc:HGNC:6914],MAZ
ENSG00000169592,NA,NA,INO80E,protein_coding,INO80 complex subunit E [Source:HGNC Symbol;Acc:HGNC:26905],INO80E
ENSG00000285043,NA,NA,AC093512.2,protein_coding,"Homo sapiens aldolase, fructose-bisphosphate A (ALDOA), transcript variant 7, mRNA. [Source:RefSeq mRNA;Acc:NM_001355562]",AC093512.2
ENSG00000102882,NA,NA,MAPK3,protein_coding,mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877],MAPK3
ENSG00000180035,NA,NA,ZNF48,protein_coding,zinc finger protein 48 [Source:HGNC Symbol;Acc:HGNC:13114],ZNF48
ENSG00000156860,NA,NA,FBRS,protein_coding,fibrosin [Source:HGNC Symbol;Acc:HGNC:20442],FBRS
ENSG00000196470,ENSG00000196470,NA,SIAH1,protein_coding,siah E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:10857],SIAH1
ENSG00000087245,NA,NA,MMP2,protein_coding,matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166],MMP2
ENSG00000125148,NA,NA,MT2A,protein_coding,metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406],MT2A
ENSG00000205336,ENSG00000205336,NA,ADGRG1,protein_coding,adhesion G protein-coupled receptor G1 [Source:HGNC Symbol;Acc:HGNC:4512],ADGRG1
ENSG00000140859,NA,NA,KIFC3,protein_coding,kinesin family member C3 [Source:HGNC Symbol;Acc:HGNC:6326],KIFC3
ENSG00000140931,NA,NA,CMTM3,protein_coding,CKLF like MARVEL transmembrane domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19174],CMTM3
ENSG00000102901,NA,NA,CENPT,protein_coding,centromere protein T [Source:HGNC Symbol;Acc:HGNC:25787],CENPT
ENSG00000103064,NA,NA,SLC7A6,protein_coding,solute carrier family 7 member 6 [Source:HGNC Symbol;Acc:HGNC:11064],SLC7A6
ENSG00000157349,NA,NA,DDX19B,protein_coding,DEAD-box helicase 19B [Source:HGNC Symbol;Acc:HGNC:2742],DDX19B
ENSG00000260537,NA,NA,AC012184.2,protein_coding,"novel protein, DDX19B and DDX19A readthrough",AC012184.2
ENSG00000166747,NA,NA,AP1G1,protein_coding,adaptor related protein complex 1 subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:555],AP1G1
ENSG00000102967,NA,NA,DHODH,protein_coding,dihydroorotate dehydrogenase (quinone) [Source:HGNC Symbol;Acc:HGNC:2867],DHODH
ENSG00000168404,NA,NA,MLKL,protein_coding,mixed lineage kinase domain like pseudokinase [Source:HGNC Symbol;Acc:HGNC:26617],MLKL
ENSG00000103194,NA,NA,USP10,protein_coding,ubiquitin specific peptidase 10 [Source:HGNC Symbol;Acc:HGNC:12608],USP10
ENSG00000140941,NA,NA,MAP1LC3B,protein_coding,microtubule associated protein 1 light chain 3 beta [Source:HGNC Symbol;Acc:HGNC:13352],MAP1LC3B
ENSG00000167513,NA,NA,CDT1,protein_coding,chromatin licensing and DNA replication factor 1 [Source:HGNC Symbol;Acc:HGNC:24576],CDT1
ENSG00000259803,NA,NA,SLC22A31,protein_coding,solute carrier family 22 member 31 [Source:HGNC Symbol;Acc:HGNC:27091],SLC22A31
ENSG00000185324,NA,NA,CDK10,protein_coding,cyclin dependent kinase 10 [Source:HGNC Symbol;Acc:HGNC:1770],CDK10
ENSG00000070366,NA,NA,SMG6,protein_coding,"SMG6, nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:17809]",SMG6
ENSG00000167721,NA,NA,TSR1,protein_coding,"TSR1, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:25542]",TSR1
ENSG00000108518,NA,NA,PFN1,protein_coding,profilin 1 [Source:HGNC Symbol;Acc:HGNC:8881],PFN1
ENSG00000108559,NA,NA,NUP88,protein_coding,nucleoporin 88 [Source:HGNC Symbol;Acc:HGNC:8067],NUP88
ENSG00000005100,NA,NA,DHX33,protein_coding,DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718],DHX33
ENSG00000132530,NA,NA,XAF1,protein_coding,XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932],XAF1
ENSG00000174326,NA,NA,SLC16A11,protein_coding,solute carrier family 16 member 11 [Source:HGNC Symbol;Acc:HGNC:23093],SLC16A11
ENSG00000161958,ENSG00000161958,NA,FGF11,protein_coding,fibroblast growth factor 11 [Source:HGNC Symbol;Acc:HGNC:3667],FGF11
ENSG00000129194,ENSG00000129194,NA,SOX15,protein_coding,SRY-box 15 [Source:HGNC Symbol;Acc:HGNC:11196],SOX15
ENSG00000141510,NA,NA,TP53,protein_coding,tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998],TP53
ENSG00000170004,NA,NA,CHD3,protein_coding,chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918],CHD3
ENSG00000179148,NA,NA,ALOXE3,protein_coding,arachidonate lipoxygenase 3 [Source:HGNC Symbol;Acc:HGNC:13743],ALOXE3
ENSG00000221926,NA,NA,TRIM16,protein_coding,tripartite motif containing 16 [Source:HGNC Symbol;Acc:HGNC:17241],TRIM16
ENSG00000011295,NA,NA,TTC19,protein_coding,tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006],TTC19
ENSG00000189375,NA,NA,TBC1D28,protein_coding,TBC1 domain family member 28 [Source:HGNC Symbol;Acc:HGNC:26858],TBC1D28
ENSG00000171928,NA,NA,TVP23B,protein_coding,trans-golgi network vesicle protein 23 homolog B [Source:HGNC Symbol;Acc:HGNC:20399],TVP23B
ENSG00000072134,NA,NA,EPN2,protein_coding,epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639],EPN2
ENSG00000109083,ENSG00000109083,NA,IFT20,protein_coding,intraflagellar transport 20 [Source:HGNC Symbol;Acc:HGNC:30989],IFT20
ENSG00000160606,ENSG00000160606,NA,TLCD1,protein_coding,TLC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25177],TLCD1
ENSG00000109118,NA,NA,PHF12,protein_coding,PHD finger protein 12 [Source:HGNC Symbol;Acc:HGNC:20816],PHF12
ENSG00000092871,NA,NA,RFFL,protein_coding,ring finger and FYVE like domain containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:24821],RFFL
ENSG00000271447,NA,NA,MMP28,protein_coding,matrix metallopeptidase 28 [Source:HGNC Symbol;Acc:HGNC:14366],MMP28
ENSG00000278023,NA,NA,RDM1,protein_coding,RAD52 motif containing 1 [Source:HGNC Symbol;Acc:HGNC:19950],RDM1
ENSG00000278540,NA,NA,ACACA,protein_coding,acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84],ACACA
ENSG00000276023,NA,NA,DUSP14,protein_coding,dual specificity phosphatase 14 [Source:HGNC Symbol;Acc:HGNC:17007],DUSP14
ENSG00000273604,NA,NA,EPOP,protein_coding,elongin BC and polycomb repressive complex 2 associated protein [Source:HGNC Symbol;Acc:HGNC:34493],EPOP
ENSG00000277258,NA,NA,PCGF2,protein_coding,polycomb group ring finger 2 [Source:HGNC Symbol;Acc:HGNC:12929],PCGF2
ENSG00000161381,NA,NA,PLXDC1,protein_coding,plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945],PLXDC1
ENSG00000067191,NA,NA,CACNB1,protein_coding,calcium voltage-gated channel auxiliary subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:1401],CACNB1
ENSG00000126561,NA,NA,STAT5A,protein_coding,signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366],STAT5A
ENSG00000184451,NA,NA,CCR10,protein_coding,C-C motif chemokine receptor 10 [Source:HGNC Symbol;Acc:HGNC:4474],CCR10
ENSG00000125319,NA,NA,C17orf53,protein_coding,chromosome 17 open reading frame 53 [Source:HGNC Symbol;Acc:HGNC:28460],C17orf53
ENSG00000214447,NA,NA,FAM187A,protein_coding,family with sequence similarity 187 member A [Source:HGNC Symbol;Acc:HGNC:35153],FAM187A
ENSG00000159314,ENSG00000159314,NA,ARHGAP27,protein_coding,Rho GTPase activating protein 27 [Source:HGNC Symbol;Acc:HGNC:31813],ARHGAP27
ENSG00000120071,ENSG00000120071,NA,KANSL1,protein_coding,KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565],KANSL1
ENSG00000108468,NA,NA,CBX1,protein_coding,chromobox 1 [Source:HGNC Symbol;Acc:HGNC:1551],CBX1
ENSG00000002919,NA,NA,SNX11,protein_coding,sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975],SNX11
ENSG00000136436,NA,NA,CALCOCO2,protein_coding,calcium binding and coiled-coil domain 2 [Source:HGNC Symbol;Acc:HGNC:29912],CALCOCO2
ENSG00000136444,NA,NA,RSAD1,protein_coding,radical S-adenosyl methionine domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25634],RSAD1
ENSG00000154945,NA,NA,ANKRD40,protein_coding,ankyrin repeat domain 40 [Source:HGNC Symbol;Acc:HGNC:28233],ANKRD40
ENSG00000183691,NA,NA,NOG,protein_coding,noggin [Source:HGNC Symbol;Acc:HGNC:7866],NOG
ENSG00000108389,NA,NA,MTMR4,protein_coding,myotubularin related protein 4 [Source:HGNC Symbol;Acc:HGNC:7452],MTMR4
ENSG00000068097,NA,NA,HEATR6,protein_coding,HEAT repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:24076],HEATR6
ENSG00000121068,NA,NA,TBX2,protein_coding,T-box 2 [Source:HGNC Symbol;Acc:HGNC:11597],TBX2
